id_genera;id_generado;fecha
5114;52949;02/01/1915
7037;52950;25/08/1989
3442;52951;11/09/1950
1643;52952;21/11/1976
5406;52953;31/12/1920
9613;52954;01/03/1957
2601;52955;19/03/1922
9478;52956;27/10/1946
4524;52957;11/10/1961
771;52958;24/07/1971
6735;52959;02/11/1907
1747;52960;02/05/1950
1408;52961;09/04/1929
264;52962;08/06/1943
3940;52963;29/05/2007
7404;52964;20/12/2004
2557;52965;25/03/2006
2645;52966;02/02/2005
3673;52967;07/08/1974
7566;52968;26/07/1986
2528;52969;30/08/1966
3152;52970;01/01/1975
8563;52971;07/10/1906
7413;52972;10/06/1911
7188;52973;29/04/2013
9257;52974;28/09/1908
8703;52975;28/02/2017
4805;52976;14/08/2005
2554;52977;07/02/1986
9189;52978;03/08/1971
8600;52979;16/10/1947
8735;52980;24/07/1956
9443;52981;28/01/2002
7700;52982;22/10/1994
8585;52983;09/10/1931
9068;52984;19/01/1994
4891;52985;04/11/1997
8721;52986;03/01/1951
9484;52987;24/10/1991
8790;52988;02/03/2011
8015;52989;02/10/2005
3071;52990;10/11/1960
8386;52991;24/09/1912
5130;52992;02/01/1908
9555;52993;17/11/1971
2030;52994;18/06/1917
8774;52995;13/05/1925
8013;52996;06/02/1992
2835;52997;02/08/2004
9219;52998;19/04/2016
8702;52999;22/07/1922
147;53000;18/06/1914
9673;53001;09/01/1922
1267;53002;27/10/1956
4319;53003;02/04/1992
7354;53004;16/12/1927
6967;53005;17/12/1994
3364;53006;18/09/1915
1300;53007;15/09/1981
8464;53008;06/10/1950
1270;53009;23/08/1900
9142;53010;01/11/2006
2100;53011;19/06/2014
4097;53012;14/10/1958
7133;53013;16/02/1956
2087;53014;18/12/1917
6241;53015;28/04/1934
7137;53016;08/04/2006
5180;53017;16/11/1996
7082;53018;30/09/1958
8911;53019;24/12/1971
5068;53020;12/08/1955
379;53021;01/11/1941
203;53022;05/02/1945
9782;53023;05/10/1981
1897;53024;08/08/1950
8842;53025;11/08/1927
3179;53026;21/05/2008
1053;53027;11/09/1983
9611;53028;15/06/1954
4144;53029;02/05/1972
4844;53030;21/01/1901
1968;53031;08/06/1965
1538;53032;28/10/1965
1420;53033;15/09/1982
7471;53034;24/10/1981
399;53035;11/06/2009
2785;53036;10/09/1915
153;53037;04/05/1930
4106;53038;19/09/1932
9002;53039;19/01/1961
6775;53040;22/10/1982
8940;53041;07/06/1979
8805;53042;03/10/1947
5252;53043;02/12/1939
1585;53044;12/08/1926
1586;53045;20/10/1940
4388;53046;15/11/1932
9543;53047;16/06/1977
4660;53048;14/01/1964
4416;53049;16/04/2014
9864;53050;21/02/1913
9277;53051;23/07/1993
7413;53052;26/10/1962
2348;53053;12/01/1964
8439;53054;12/01/1913
2254;53055;21/05/2002
2965;53056;21/11/1945
1991;53057;28/12/2006
5470;53058;12/08/1982
6470;53059;06/01/1988
3110;53060;04/08/1966
873;53061;25/12/1915
3861;53062;10/02/1952
6717;53063;21/06/1998
2814;53064;14/09/1904
4421;53065;26/04/2006
3121;53066;15/09/1936
6618;53067;09/11/1970
4324;53068;19/06/1961
735;53069;08/06/1976
619;53070;25/10/2000
3354;53071;28/11/2005
123;53072;10/07/1934
4072;53073;15/06/2015
9535;53074;03/11/1930
6168;53075;29/11/1954
7739;53076;21/06/1928
9311;53077;10/02/1998
3052;53078;10/04/2000
4974;53079;22/04/1980
5127;53080;03/11/1995
2011;53081;14/01/1987
5457;53082;28/11/2013
366;53083;15/01/1941
9107;53084;15/12/2006
2803;53085;18/05/1933
5976;53086;15/09/2001
5598;53087;07/11/1985
8874;53088;19/03/1993
2169;53089;03/02/2007
970;53090;12/02/1998
844;53091;10/10/2013
1349;53092;20/12/2014
172;53093;27/11/1939
5525;53094;31/01/2018
8359;53095;23/05/1909
8834;53096;03/09/2018
2158;53097;19/08/2009
3448;53098;27/03/1989
3701;53099;31/05/1954
3219;53100;25/04/1998
1907;53101;26/01/1939
458;53102;17/04/1944
5241;53103;29/11/1947
1194;53104;23/11/2005
184;53105;01/06/2018
146;53106;16/07/1952
2768;53107;23/02/1953
1915;53108;20/09/1954
6413;53109;30/09/2001
8400;53110;26/10/1991
5016;53111;10/03/1901
7367;53112;29/12/1940
9231;53113;02/04/1951
6916;53114;24/01/1934
4245;53115;17/09/2018
3659;53116;15/01/1977
9249;53117;12/09/2010
128;53118;05/07/1904
258;53119;24/04/1929
3003;53120;24/03/1965
516;53121;10/10/1941
2329;53122;27/11/1926
5445;53123;03/06/1941
552;53124;06/07/1972
1516;53125;07/10/1947
7238;53126;03/05/1920
950;53127;12/01/2010
4452;53128;07/03/1954
6304;53129;03/06/1987
7056;53130;30/04/1955
9159;53131;01/12/1920
712;53132;22/05/1989
351;53133;02/01/1937
4789;53134;06/02/1960
8549;53135;03/10/2019
144;53136;11/06/1927
8636;53137;15/06/1925
6354;53138;22/11/1920
1193;53139;22/04/1942
7651;53140;11/01/1908
3702;53141;30/07/1910
7855;53142;08/10/2010
2051;53143;10/01/2018
146;53144;10/09/1975
438;53145;10/08/1932
9651;53146;10/02/1994
81;53147;13/06/1989
7313;53148;22/03/1931
96;53149;19/07/1905
9944;53150;19/03/1922
4301;53151;23/09/1921
9371;53152;20/11/1937
4283;53153;18/02/2001
5517;53154;17/01/1926
3317;53155;18/08/1976
7275;53156;16/03/1982
6647;53157;18/10/2015
9756;53158;13/06/1977
6925;53159;27/04/1907
2969;53160;09/10/1951
8686;53161;09/10/1978
5610;53162;24/01/1937
2113;53163;10/11/2012
6773;53164;31/01/2001
3321;53165;27/12/1981
3745;53166;03/11/2017
3532;53167;07/12/1909
583;53168;06/09/1945
5998;53169;08/02/1939
781;53170;08/11/1975
4018;53171;02/05/1903
5594;53172;20/08/2001
3739;53173;25/02/1953
4334;53174;26/01/1913
7787;53175;20/02/1987
2216;53176;30/07/1997
8187;53177;30/09/2005
6132;53178;20/08/1904
6573;53179;13/01/1904
4511;53180;15/11/1995
1283;53181;01/08/1910
7475;53182;29/09/1921
50;53183;28/05/1976
8996;53184;23/11/1995
3171;53185;28/08/1962
2849;53186;14/01/1942
8242;53187;06/05/2005
4046;53188;01/12/1947
1223;53189;18/12/1915
3768;53190;27/04/1952
9021;53191;05/04/1920
894;53192;09/08/1959
9233;53193;14/02/1942
9259;53194;05/11/2006
9532;53195;28/07/1974
612;53196;18/10/2019
96;53197;27/09/1990
1684;53198;17/03/1931
9600;53199;24/06/1950
2639;53200;14/10/1986
2826;53201;13/09/1952
6890;53202;11/11/2018
3957;53203;06/01/1926
4786;53204;24/02/2016
1756;53205;18/03/1999
6821;53206;28/03/1912
7383;53207;20/02/1956
7294;53208;21/07/1933
8712;53209;18/06/1975
5177;53210;10/12/1952
6022;53211;15/02/1914
1079;53212;29/12/1964
7677;53213;15/10/1973
3742;53214;31/01/1936
967;53215;12/11/1973
114;53216;11/02/2014
7335;53217;25/10/1940
8163;53218;02/01/2007
859;53219;25/01/1930
7808;53220;17/02/1925
6163;53221;05/02/2012
7334;53222;16/04/1991
1375;53223;27/11/2004
51;53224;05/12/1955
4080;53225;07/12/1936
9203;53226;29/04/1941
6927;53227;27/07/1996
704;53228;29/09/1969
1479;53229;19/11/1914
5721;53230;29/07/1991
8325;53231;03/05/2005
4317;53232;05/01/1964
8050;53233;24/05/1967
3171;53234;19/11/1966
1826;53235;26/02/1950
6571;53236;28/05/1926
7862;53237;12/12/1913
444;53238;15/04/1952
6864;53239;02/07/1913
7638;53240;01/11/2001
1207;53241;06/01/1905
5561;53242;26/12/2011
4714;53243;27/12/1970
7394;53244;31/03/1943
5223;53245;11/07/1948
4259;53246;12/10/1915
9886;53247;20/01/1945
1122;53248;25/03/1979
4128;53249;12/05/1997
3702;53250;24/03/1972
3003;53251;26/12/1991
7976;53252;22/12/1944
8742;53253;01/02/1950
5668;53254;11/03/1927
512;53255;02/05/1949
1080;53256;02/11/1967
5239;53257;05/10/1937
4952;53258;02/12/1927
3066;53259;28/01/1935
5932;53260;31/08/1946
2473;53261;02/06/2017
789;53262;03/03/2016
5568;53263;02/08/1989
4618;53264;06/07/2002
3892;53265;31/05/2017
8239;53266;19/04/1994
7101;53267;14/11/1978
182;53268;12/09/1951
1837;53269;24/01/1985
9402;53270;24/10/2007
1201;53271;17/04/1935
4348;53272;10/02/2000
5263;53273;12/06/2006
9881;53274;08/09/2002
474;53275;05/08/1902
7545;53276;20/03/2000
6093;53277;15/07/1932
2012;53278;04/09/1950
7678;53279;27/11/1993
693;53280;12/08/1973
1117;53281;17/06/1934
4475;53282;06/01/1918
4411;53283;29/03/1981
846;53284;07/01/1986
1744;53285;28/08/2013
4;53286;04/03/1934
3666;53287;26/05/1985
5435;53288;10/09/1934
4091;53289;08/07/2019
8821;53290;10/01/1938
1557;53291;29/03/1996
6443;53292;03/04/1937
5075;53293;21/07/1982
2331;53294;14/08/1952
9236;53295;23/03/2006
6402;53296;18/12/1977
1680;53297;28/12/1924
7843;53298;19/10/1945
3778;53299;13/11/2010
7708;53300;27/03/1996
9439;53301;18/12/1966
2240;53302;02/08/1900
7647;53303;06/01/1983
5621;53304;30/09/1905
4128;53305;04/06/1907
2101;53306;23/11/1924
4761;53307;02/02/1979
4695;53308;17/05/2006
2233;53309;13/10/1990
5727;53310;05/02/1941
1632;53311;23/01/1909
9785;53312;04/07/2002
5695;53313;26/01/1928
1520;53314;14/03/1911
4292;53315;11/12/1981
979;53316;30/07/2014
3816;53317;18/10/1909
5066;53318;07/02/1917
4543;53319;31/03/1981
6249;53320;25/10/2010
5708;53321;28/10/1970
4994;53322;25/01/2017
4807;53323;08/07/1937
5646;53324;03/12/1931
8659;53325;23/07/1937
1841;53326;09/09/1965
5940;53327;18/09/1957
9385;53328;09/04/2018
8130;53329;06/10/1956
8012;53330;08/03/2017
2604;53331;30/09/1994
1911;53332;15/01/1992
5098;53333;18/05/2014
4432;53334;14/04/1906
8964;53335;07/07/1963
5048;53336;17/02/2010
5638;53337;28/09/2009
1935;53338;27/10/1967
6743;53339;30/10/2015
9474;53340;22/02/1930
8728;53341;28/04/1908
6146;53342;08/05/1918
5948;53343;06/03/1903
1845;53344;26/08/2014
9096;53345;14/09/1975
2100;53346;06/01/1923
4005;53347;03/06/1907
4373;53348;15/05/2019
9914;53349;19/07/1961
2988;53350;15/05/1928
5136;53351;25/01/2011
9080;53352;23/03/1925
2698;53353;17/08/1978
332;53354;30/07/1936
1525;53355;03/05/1917
3559;53356;15/05/1989
2240;53357;29/07/1962
1791;53358;16/06/1968
8439;53359;31/10/2006
6341;53360;20/10/1970
6515;53361;03/03/2007
1208;53362;20/03/1964
784;53363;12/08/1936
8210;53364;28/07/2019
3588;53365;09/04/1982
5781;53366;23/11/2008
7668;53367;08/01/1938
7622;53368;25/02/1959
5167;53369;05/06/1990
2796;53370;10/02/1901
8632;53371;31/01/1965
2887;53372;09/01/1923
9709;53373;13/05/1918
6753;53374;16/03/1909
8382;53375;19/08/1980
4661;53376;24/02/1949
927;53377;08/04/1962
1425;53378;09/07/1947
2748;53379;03/03/1924
9132;53380;05/12/1932
8469;53381;13/06/1960
7250;53382;14/04/1982
4022;53383;13/04/1911
2902;53384;22/05/2010
298;53385;27/05/1975
6270;53386;22/05/2006
6609;53387;29/06/1908
8542;53388;17/11/1902
6638;53389;12/09/1917
6053;53390;03/08/2000
4570;53391;03/05/2003
4317;53392;06/05/1978
230;53393;20/03/1993
7903;53394;25/10/1916
1711;53395;29/05/1907
8339;53396;27/11/1930
9082;53397;14/02/2003
4330;53398;18/02/1930
3549;53399;25/02/1998
8538;53400;30/06/1939
1332;53401;16/11/1956
4307;53402;06/12/1999
8948;53403;19/08/1921
4133;53404;31/08/1918
788;53405;23/11/2000
2354;53406;22/03/1901
1485;53407;13/01/1949
1498;53408;06/09/1973
3390;53409;03/01/1969
4970;53410;15/02/1977
5951;53411;04/09/1927
5430;53412;03/08/1976
3066;53413;11/08/1977
498;53414;09/07/1997
2772;53415;12/04/1933
2275;53416;16/06/1917
5755;53417;15/10/1970
9039;53418;09/04/1956
7574;53419;14/07/1930
7137;53420;23/10/1935
9378;53421;03/05/1940
5921;53422;13/02/1975
4026;53423;19/04/1904
3577;53424;28/11/2008
543;53425;20/04/1992
8336;53426;24/10/1982
1155;53427;29/06/1966
1834;53428;04/08/1987
1361;53429;20/03/2004
4941;53430;25/02/1973
8430;53431;11/04/1966
2899;53432;19/09/1999
262;53433;12/04/1978
4833;53434;17/10/1913
3654;53435;31/07/1917
8820;53436;03/11/1988
342;53437;26/03/1908
5118;53438;14/01/1996
5458;53439;22/02/1903
3582;53440;13/10/1902
9084;53441;05/06/1999
5923;53442;10/06/1932
4177;53443;07/09/1974
7143;53444;07/09/2018
8218;53445;12/04/1994
9032;53446;10/04/2009
3363;53447;20/10/1926
5310;53448;10/07/1927
8700;53449;14/09/2015
1851;53450;18/04/1996
8397;53451;13/12/1919
7688;53452;29/07/1926
4221;53453;06/01/1994
221;53454;09/10/1981
2256;53455;03/05/1968
5905;53456;27/03/1972
8755;53457;27/03/1967
6227;53458;24/07/1995
3287;53459;21/07/2010
5489;53460;29/06/2010
1073;53461;02/09/2011
34;53462;16/07/1983
4539;53463;15/07/1906
5983;53464;01/05/2010
2460;53465;05/12/1948
8709;53466;09/11/1988
1580;53467;08/07/1954
7095;53468;26/03/1943
6845;53469;01/06/1913
7074;53470;22/06/1929
7613;53471;09/07/1923
3008;53472;05/07/1959
3903;53473;29/11/1957
4387;53474;02/10/1938
4604;53475;19/08/2001
3017;53476;16/03/1927
7091;53477;19/03/1966
1318;53478;26/12/2000
8307;53479;27/02/1982
5955;53480;04/06/1999
2514;53481;12/02/2007
4206;53482;05/03/2001
8907;53483;01/05/1909
9407;53484;20/12/1974
6797;53485;14/06/1900
87;53486;14/02/2001
9520;53487;22/08/1953
1660;53488;05/03/1922
3627;53489;13/11/1931
2571;53490;15/12/2001
8824;53491;27/09/1924
4270;53492;29/08/1942
1559;53493;17/10/1993
5861;53494;29/04/1953
1331;53495;12/03/1949
866;53496;08/03/1969
4101;53497;17/06/1918
9194;53498;28/02/2007
977;53499;01/06/1916
7851;53500;21/06/1925
2552;53501;14/03/1927
9221;53502;22/01/1944
5007;53503;25/01/1995
7252;53504;17/06/1930
7443;53505;06/05/1959
8841;53506;30/10/2015
5979;53507;18/08/1983
1704;53508;10/12/1973
9036;53509;07/06/1951
3152;53510;07/05/1982
9301;53511;07/01/2000
6428;53512;08/01/1949
7706;53513;26/06/1982
8477;53514;27/11/1942
1561;53515;25/05/1914
9309;53516;12/10/1994
6378;53517;02/07/2018
4200;53518;08/12/1956
6783;53519;26/11/1957
7775;53520;18/11/2003
347;53521;04/06/1967
3642;53522;21/01/1933
2510;53523;11/12/1912
3287;53524;18/12/1909
5230;53525;15/05/1990
2279;53526;14/05/1930
1222;53527;06/01/1958
1255;53528;30/06/2019
8730;53529;16/12/1984
2990;53530;31/01/1937
146;53531;12/02/2013
9914;53532;31/10/1975
7715;53533;14/11/1908
6513;53534;23/01/1923
5630;53535;12/01/1979
5525;53536;22/09/1943
3883;53537;24/11/1996
446;53538;29/07/1969
5160;53539;26/01/1920
5318;53540;10/07/2000
7983;53541;29/08/1969
480;53542;13/09/1950
8516;53543;21/02/2000
9173;53544;17/03/1905
5865;53545;07/07/1984
228;53546;23/05/2003
2731;53547;27/02/2017
8258;53548;13/03/1919
8252;53549;06/07/1922
8764;53550;21/08/1966
7004;53551;17/05/1918
190;53552;26/10/1912
3681;53553;22/01/2006
7395;53554;21/03/1927
5105;53555;20/11/2018
8165;53556;05/01/1957
2034;53557;29/11/1953
7322;53558;20/08/1960
774;53559;14/11/2012
9104;53560;25/11/1949
4389;53561;10/12/2004
4736;53562;01/12/2000
2240;53563;20/09/1938
6294;53564;14/07/1963
543;53565;10/11/2003
3405;53566;11/06/1918
8477;53567;23/08/1912
83;53568;28/09/2006
1404;53569;30/04/1938
773;53570;10/02/1919
4183;53571;29/10/1915
9902;53572;03/02/1972
1100;53573;11/05/1961
5348;53574;15/04/1966
1759;53575;18/11/1995
7994;53576;21/01/1902
2645;53577;08/02/2018
2353;53578;11/01/2013
2824;53579;08/02/1958
2828;53580;27/12/2009
5;53581;23/07/1977
8601;53582;21/10/1901
6998;53583;23/01/1932
9802;53584;17/12/1925
7554;53585;22/11/1931
7508;53586;27/09/1942
556;53587;09/03/2003
3291;53588;14/03/1980
3034;53589;20/07/1922
7204;53590;22/04/1975
892;53591;04/12/1926
823;53592;10/10/1936
4662;53593;02/07/1957
7924;53594;21/10/1998
6932;53595;09/11/1911
7519;53596;23/03/1951
4899;53597;31/01/1936
4452;53598;25/01/2016
8830;53599;20/09/1913
7111;53600;19/02/1909
152;53601;19/05/1964
1997;53602;06/08/1975
931;53603;21/10/1932
9049;53604;22/08/1927
4442;53605;22/12/1977
9165;53606;14/07/1964
9829;53607;10/07/1990
1558;53608;06/08/1962
537;53609;15/01/1908
821;53610;25/11/1935
556;53611;05/05/1918
5353;53612;06/09/1924
2316;53613;12/05/2015
2510;53614;10/08/1988
1347;53615;08/05/1982
8677;53616;05/03/1934
2863;53617;25/04/1990
3499;53618;26/01/2000
1431;53619;14/08/1934
849;53620;03/01/1909
6193;53621;11/02/1939
6151;53622;14/09/1966
4275;53623;15/03/1948
3752;53624;17/04/1965
4211;53625;02/11/2008
4961;53626;01/03/1908
7860;53627;23/08/1911
2563;53628;08/04/1922
3503;53629;20/07/1973
1886;53630;29/08/1983
6922;53631;26/01/1975
249;53632;09/07/1966
7200;53633;13/08/1988
9762;53634;21/11/1942
2755;53635;28/06/1974
2595;53636;11/01/1925
5861;53637;20/10/2003
7708;53638;29/08/1987
8930;53639;11/03/1961
1269;53640;21/12/1984
2206;53641;01/09/1994
691;53642;27/12/1974
6573;53643;19/08/1959
1848;53644;20/01/1959
1134;53645;11/04/1916
7683;53646;10/10/1993
4052;53647;11/06/2000
7579;53648;10/11/2006
9441;53649;10/10/1992
8399;53650;08/10/1930
4027;53651;28/02/1956
5306;53652;17/01/2013
1738;53653;20/08/1962
7424;53654;16/12/1983
4884;53655;09/01/1921
9111;53656;06/06/1945
8440;53657;08/07/1932
1493;53658;04/11/1964
1369;53659;07/09/1941
3939;53660;20/05/1999
2579;53661;17/02/1996
6834;53662;30/10/1948
7236;53663;23/07/1905
342;53664;30/06/1912
2796;53665;05/06/1996
1669;53666;14/01/1993
6399;53667;18/12/1922
8377;53668;26/05/2007
2209;53669;02/07/1990
6447;53670;14/08/1997
9115;53671;30/03/1983
4705;53672;19/12/1984
7010;53673;19/03/1922
8093;53674;22/12/1921
1598;53675;20/05/1956
4387;53676;12/09/1942
5487;53677;06/01/1990
1091;53678;07/12/1967
1596;53679;12/12/1913
112;53680;17/09/1960
1958;53681;08/04/1956
6886;53682;14/10/1990
7824;53683;29/04/1987
5747;53684;27/02/1937
8308;53685;17/05/2006
5334;53686;01/07/2011
9689;53687;31/03/1999
4608;53688;19/08/1981
6091;53689;01/01/1924
671;53690;12/10/1933
5823;53691;07/01/1910
5562;53692;05/12/1999
3478;53693;26/11/2002
5999;53694;08/10/1934
5431;53695;30/07/1948
9571;53696;30/06/1995
4141;53697;10/01/1901
8345;53698;08/02/1961
7744;53699;25/07/1939
2299;53700;23/04/1944
3605;53701;02/07/1925
3134;53702;26/06/1911
9727;53703;15/03/1957
1822;53704;02/01/2009
2520;53705;05/07/1967
7382;53706;01/11/2001
2921;53707;19/02/1977
7509;53708;03/02/1925
1764;53709;11/07/1998
8652;53710;06/03/1934
2604;53711;08/02/2005
7923;53712;09/12/1916
5800;53713;03/07/1990
7909;53714;24/12/1973
3471;53715;22/02/1930
7348;53716;19/08/1945
6769;53717;29/10/1976
7263;53718;12/10/1916
681;53719;28/12/1983
7449;53720;29/08/2008
1056;53721;16/02/2019
7229;53722;24/02/1925
5471;53723;12/05/1982
6810;53724;06/01/1914
1248;53725;14/02/1928
2183;53726;11/06/1956
1234;53727;05/06/1915
87;53728;20/05/1994
2896;53729;06/08/1902
3690;53730;25/12/1980
3326;53731;08/11/1931
2814;53732;08/05/1911
5892;53733;26/05/2000
8512;53734;24/10/2012
56;53735;31/05/1904
7040;53736;15/12/1909
3410;53737;10/07/1946
6930;53738;18/05/1910
4264;53739;18/02/1918
5599;53740;17/10/1946
4828;53741;02/11/1931
7440;53742;25/01/1985
626;53743;22/07/2004
591;53744;25/04/1913
4728;53745;28/06/2013
3749;53746;11/02/1939
8885;53747;26/03/1908
4497;53748;22/09/1926
9300;53749;10/02/2014
6464;53750;30/09/1933
9640;53751;08/08/1963
5788;53752;03/06/1973
3726;53753;02/05/1911
6066;53754;03/12/1987
8531;53755;13/05/1934
4652;53756;16/09/1921
8211;53757;08/03/1993
5481;53758;06/06/1941
536;53759;16/10/1968
5547;53760;10/05/1941
1412;53761;07/11/1960
4758;53762;21/05/1956
5554;53763;18/10/1979
4939;53764;12/09/1921
865;53765;25/10/1908
8436;53766;03/09/1919
9324;53767;10/03/1962
8589;53768;22/04/1918
3453;53769;20/04/1906
5690;53770;22/07/1957
7016;53771;02/10/1960
3227;53772;06/06/1900
7677;53773;07/06/1965
2316;53774;07/04/1984
4254;53775;23/04/1969
6792;53776;13/08/1900
5052;53777;16/05/1923
2872;53778;09/06/1985
6745;53779;29/06/1904
7119;53780;26/08/1990
1835;53781;11/01/1943
145;53782;09/11/2007
3206;53783;20/04/1993
9239;53784;07/01/1938
8574;53785;22/02/1981
4987;53786;16/01/2001
9213;53787;20/03/1960
4586;53788;30/11/1968
5888;53789;06/06/1928
8436;53790;16/04/1926
6428;53791;01/06/2013
8221;53792;07/05/1986
9178;53793;29/07/2008
3073;53794;11/04/1989
9434;53795;24/05/1932
7757;53796;27/07/1954
6151;53797;19/01/1942
9454;53798;02/03/1953
33;53799;20/01/1906
3152;53800;28/02/1962
2097;53801;21/09/1992
9814;53802;15/05/1961
4098;53803;09/08/1911
6840;53804;26/07/1906
1707;53805;31/12/1958
6973;53806;22/06/2017
5617;53807;22/01/1963
7796;53808;18/04/1926
3925;53809;05/10/2001
3266;53810;25/11/1900
343;53811;02/08/1992
9905;53812;26/06/1950
7070;53813;22/06/1927
734;53814;22/12/1992
5025;53815;24/11/1963
7607;53816;29/10/1997
4783;53817;16/08/1999
5649;53818;19/06/1954
3341;53819;25/02/1953
2546;53820;09/05/1909
1650;53821;31/07/1934
9299;53822;21/01/1901
5953;53823;20/08/1973
1387;53824;09/04/2005
6041;53825;20/01/1966
7677;53826;28/01/1900
9810;53827;05/09/1976
9306;53828;25/05/1980
575;53829;25/02/1938
3627;53830;14/08/1990
2320;53831;13/07/1941
2862;53832;14/09/1900
3558;53833;19/04/1925
2266;53834;29/03/1942
1471;53835;16/06/2014
3895;53836;28/05/1949
9345;53837;07/08/1902
3944;53838;28/09/1923
5966;53839;27/07/1978
987;53840;02/12/1976
8871;53841;17/03/1945
7929;53842;28/06/1965
4590;53843;06/10/1909
3409;53844;12/09/1997
1272;53845;21/12/1914
7716;53846;27/07/2012
2896;53847;09/12/1924
3566;53848;23/03/1969
9359;53849;24/06/1982
7041;53850;03/05/1961
7751;53851;27/02/1999
2295;53852;16/04/1935
7455;53853;08/07/1918
5091;53854;14/07/1953
5184;53855;10/11/1972
6468;53856;09/03/2018
9569;53857;10/06/1936
9529;53858;28/09/2013
7293;53859;15/12/2014
9977;53860;22/05/1941
8944;53861;22/08/1977
4293;53862;20/01/1954
5523;53863;17/12/1969
2090;53864;18/01/1902
4943;53865;02/03/1930
6477;53866;10/07/1994
2000;53867;05/07/1907
3129;53868;25/08/1941
1581;53869;10/12/1978
516;53870;04/12/1926
6116;53871;08/12/1941
3717;53872;08/10/1987
9958;53873;15/12/1918
2392;53874;12/09/1973
2228;53875;13/01/1931
3774;53876;11/04/1902
4967;53877;14/01/1917
9503;53878;21/09/1940
9113;53879;28/05/1965
3504;53880;20/07/1950
7812;53881;12/04/2002
305;53882;03/12/2000
18;53883;20/01/1902
3796;53884;20/03/1912
4899;53885;23/02/1927
8827;53886;21/11/1946
3083;53887;23/04/2019
1363;53888;09/04/1953
3372;53889;17/02/1912
7544;53890;09/12/1927
6759;53891;14/05/1906
5756;53892;11/07/1924
6922;53893;17/03/1931
2374;53894;19/02/1911
3554;53895;15/11/1918
1883;53896;08/11/1904
3836;53897;09/11/1910
2952;53898;29/12/2002
6896;53899;30/11/1903
5997;53900;18/06/1921
5528;53901;26/10/1912
9477;53902;15/12/1909
9157;53903;26/04/1914
9913;53904;03/01/1911
1982;53905;19/11/1946
3775;53906;23/07/1982
878;53907;27/07/1997
5619;53908;28/04/1992
8504;53909;28/11/1938
6194;53910;02/11/1948
1076;53911;21/10/1948
3775;53912;07/10/2013
5154;53913;19/07/2005
1680;53914;10/01/1952
6229;53915;22/11/1977
9276;53916;06/02/1984
949;53917;22/01/1995
6272;53918;18/09/2017
9765;53919;08/02/1996
6456;53920;03/04/2013
1475;53921;03/03/1932
3558;53922;15/09/2002
8944;53923;08/05/2014
3167;53924;20/02/1906
6657;53925;03/12/1991
7198;53926;18/06/1995
677;53927;05/07/1912
1329;53928;25/04/1924
5930;53929;22/04/1936
2322;53930;21/04/1979
4597;53931;15/06/1999
7135;53932;04/04/1969
4609;53933;06/11/1919
332;53934;11/05/1952
7328;53935;15/05/2012
8842;53936;28/10/1924
6247;53937;08/04/2005
1100;53938;28/05/1917
973;53939;12/09/1991
1915;53940;30/05/1932
1494;53941;12/08/1936
3702;53942;10/03/1902
9756;53943;06/08/1970
5540;53944;29/09/1928
8789;53945;26/11/1990
6994;53946;17/09/1967
9714;53947;14/05/1997
6553;53948;12/02/2007
337;53949;30/03/1901
5065;53950;01/11/1975
4520;53951;24/02/1922
6280;53952;30/05/1948
5350;53953;08/05/1931
5245;53954;30/04/1925
2200;53955;13/12/1906
4182;53956;26/11/1934
3449;53957;24/08/1996
2011;53958;27/04/2010
6243;53959;29/11/1930
2942;53960;24/12/1934
3307;53961;09/07/1919
986;53962;17/06/1953
7660;53963;06/10/2013
1340;53964;25/06/2012
502;53965;27/02/1916
2497;53966;03/05/1965
2184;53967;21/10/1908
8098;53968;24/12/2001
6854;53969;08/03/1932
607;53970;27/04/1981
6103;53971;18/01/1994
2283;53972;30/07/2009
6288;53973;03/05/1990
5465;53974;20/11/1908
8957;53975;13/10/1980
1410;53976;27/09/2014
5059;53977;23/03/1900
2665;53978;12/12/1927
4971;53979;27/02/1934
68;53980;21/01/2006
5168;53981;10/04/2007
7499;53982;20/04/1988
9935;53983;01/01/1927
5017;53984;17/02/2005
5399;53985;18/04/1927
3731;53986;20/07/2015
4896;53987;18/01/1935
6000;53988;22/07/1912
113;53989;23/04/1969
1221;53990;14/11/2008
764;53991;14/04/1979
4858;53992;12/03/1941
5033;53993;12/11/1906
7256;53994;16/08/1902
441;53995;19/10/1938
8164;53996;22/01/1983
1674;53997;13/10/2007
9146;53998;08/11/1934
9333;53999;01/10/1970
8295;54000;27/07/1953
4833;54001;21/12/1920
2782;54002;15/07/1904
1133;54003;16/01/1996
5367;54004;16/12/1973
4207;54005;07/08/1950
3135;54006;21/11/2019
2656;54007;12/03/2016
682;54008;23/07/2018
8656;54009;30/01/2017
1001;54010;13/08/1953
2783;54011;06/12/1939
6686;54012;07/12/1930
3346;54013;09/06/1929
1481;54014;28/01/1911
4664;54015;10/06/1982
8134;54016;17/06/2000
5321;54017;30/12/1972
1956;54018;11/07/1954
7737;54019;27/07/1992
7178;54020;16/01/1972
6228;54021;30/05/2016
9147;54022;09/07/2017
8693;54023;27/07/1944
7904;54024;13/05/1904
8108;54025;10/11/1953
9688;54026;03/02/1931
796;54027;28/06/1931
6088;54028;28/07/1992
7932;54029;22/11/1928
7545;54030;09/03/1996
5333;54031;26/08/1989
2530;54032;14/05/1964
9470;54033;24/07/2007
