id,peso,velocidad,tamano
29946,74871.06,28959.43,266136.65
29947,53691.81,28163.1,452797.78
29948,62604.42,26834.05,720994.42
29949,46228.55,28982.59,881133
29950,83842.45,34103.74,60899.68
29951,64403.37,31919.74,3992.02
29952,14764.77,34873.25,4311.71
29953,23307.19,31120.07,632776.07
29954,51688.49,25274.71,746743.99
29955,91299.31,34811.67,534971.47
29956,80557.62,26041.66,441474.56
29957,49681.1,34235.38,464514.17
29958,89357.62,34097.34,997299.47
29959,34763.06,29922.02,748717.78
29960,8289.55,31970.47,568509.77
29961,75899.43,28227.31,189496.04
29962,86196.76,34377.09,747253.77
29963,55099.29,29795.64,71735.42
29964,3729.58,26073.08,141776.51
29965,32348.82,30857.41,752364.33
29966,98487.84,28648.59,189298.98
29967,77541.2,27953.29,844899.62
29968,13047.74,27327.82,674845.11
29969,41474.6,28684.42,523774.51
29970,11190.01,27234.33,292581.3
29971,90866.71,34869.44,43990.08
29972,28158.89,26910.59,771488.32
29973,19153.03,30508.78,240748.99
29974,16545.84,30936.94,682234.82
29975,64630.96,26459.59,111632.64
29976,95460.49,33689.09,881361.63
29977,18566.61,28024.2,156639.9
29978,68458.35,29662.93,691523.65
29979,21703.93,32043.3,445118.47
29980,88554.75,34830.27,421677.45
29981,67873.41,26015.19,129028.2
29982,89506.97,25914.92,189095.16
29983,32196.56,26906.57,631118.08
29984,98874.79,25630.85,210108.79
29985,13292.93,28516.04,85948.45
29986,3015.2,25983.3,814968.61
29987,87871.12,30067.38,137288.41
29988,69189.76,26009.04,980516.64
29989,65605.94,31145.53,778996.99
29990,62710.83,31413.62,904073.75
29991,44376.71,31958.03,984734.73
29992,54123,32594.7,335531.53
29993,84561.73,33650.15,692922.48
29994,88614.22,34388.14,912100.24
29995,5878.98,34784.96,948375.04
29996,21173.4,29385.16,287304.38
29997,95026.47,31100.05,526872.31
29998,66301.65,29683.36,389476.91
29999,93092.21,32286.19,18708.43
30000,71620.37,25056.11,727731.28
30001,24112.23,32322.05,979103.31
30002,18345.19,30950.79,319764.89
30003,13621.32,30537.84,696435.51
30004,74701.37,25017.69,514578.18
30005,25708.24,33320.35,513793.17
30006,56465.94,26903.6,494894.06
30007,85508.03,25232.25,505880.57
30008,84702.98,30268.53,836955.18
30009,55840.2,31228.37,895103.02
30010,79515.17,30370.21,689107.7
30011,71519.06,26608.6,921658.74
30012,66833.24,28103.78,639545.64
30013,6710.04,25549.65,176070.88
30014,13284.69,27799.46,707572.6
30015,10497.82,29077.58,763410.22
30016,79710.57,28636.43,61281.32
30017,60314.47,27908.04,173708.96
30018,93173.76,31922.79,89380.58
30019,79108.5,27353.23,143384.96
30020,94388.09,34583.93,937719.51
30021,73904.03,26852.01,271129.4
30022,49862.68,33377.88,507291.74
30023,37505.04,28045.42,209471.4
30024,28539.55,29571.12,486114.82
30025,50253.96,31724.36,83430.13
30026,47947.84,28426.01,137654.36
30027,61573.32,33089.86,124031.15
30028,8724.07,32025.64,418625.74
30029,46214.41,28075.7,316127.87
30030,44525.2,25172.61,305448.84
30031,59586.33,31266.96,881389.77
30032,60057.91,27225.21,468982.37
30033,19812.23,30986.01,863679.63
30034,23353.57,29947.11,972894.68
30035,62402.8,25988.4,866166.2
30036,95155.28,27661.69,128944.63
30037,27344.84,26961.12,118375.75
30038,6879.07,29336.68,456739.48
30039,35722.44,29336.11,389449.97
30040,74266.2,28649.19,761967.84
30041,8927.52,25778.78,280418
30042,42415.32,27191.27,86504.3
30043,66728.12,28764.33,171375.78
30044,67440.55,32590.52,208620.52
30045,86378.22,34731.73,717583.06
30046,48169.36,30304.4,309351.1
30047,650.16,31567.95,60884.48
30048,98742.63,29079.49,192527.3
30049,81333.65,33036.05,239945.59
30050,34426.45,26808.33,301116.78
30051,38880.32,32572.86,584428.26
30052,8905.67,26648.94,168656.17
30053,62110.53,28226.18,276643.86
30054,74000.44,29062.3,967573.83
30055,4696.82,27608.76,116546.72
30056,3313.31,29162.7,287108.61
30057,27308.28,31288.85,727396.1
30058,50862.48,29415.39,486183.76
30059,25855.71,26106.78,689224.28
30060,13759.94,28176.97,400433.22
30061,67777.51,28155.22,101919.33
30062,64361.38,33964.35,3524.62
30063,60108.96,27148.42,345350.43
30064,16615.68,26667.27,559778.68
30065,8040.58,28931.54,126713
30066,14349.45,25830.67,774771.61
30067,15034.55,33162.89,482059.83
30068,36991.55,34190.4,675780
30069,24245.08,34958.12,499573.96
30070,12314.02,25570.92,574883.09
30071,21051.52,27398.9,257099.95
30072,77226.01,31171.93,312871.39
30073,22989.7,34672.87,94507.48
30074,10113.06,27702.31,553320.91
30075,46476.74,33004.52,828338.24
30076,32464.85,30514.03,652796.37
30077,48704,34246.08,890442.59
30078,6420.89,34720.07,769734.09
30079,93173.01,31742.69,409587.81
30080,88923.24,32509.02,128958.27
30081,35054.79,34217.58,696765.83
30082,42662.4,25439.4,381492.43
30083,99065.62,32471.89,583152.68
30084,86562.02,34766.84,567945.02
30085,69957.61,34803.57,97949.35
30086,7800.76,25844.78,892806.8
30087,18409.37,34106.93,233090.21
30088,457.16,26451.55,800297.3
30089,46181.2,33619.38,641306.81
30090,85000.77,28633.77,774134
30091,15247.45,26035.22,213846.97
30092,95182.86,31495.07,727220.69
30093,3544.74,30989.57,730741.69
30094,8964.69,27310.31,220924.91
30095,16018.76,34102.56,426884.18
30096,92872.69,31573.15,667069.24
30097,15108.25,32463.37,447780.53
30098,90747.65,28203.82,395051.03
30099,89103.99,29067.44,375134.62
30100,41250.27,30306.03,58612.02
30101,64521.84,33236.79,205180.84
30102,39693.69,31691.66,973438.1
30103,44702.77,27382.55,857460.32
30104,92778.74,26692.58,745607.84
30105,4018.92,33829.42,515906.07
30106,77248.83,30387.14,860664.36
30107,92705.08,31562.42,736311.36
30108,87623.06,32503.64,116037.68
30109,48372.67,33483.59,120330.83
30110,4854.71,32314.61,823528.5
30111,13062.07,32546.74,881442.47
30112,67209.8,31092.85,787321.97
30113,71808.56,30656.74,415894.47
30114,89403.98,31611.46,48620.54
30115,1786.76,29516.69,566499.74
30116,5370.09,33455.41,326005.21
30117,23384.84,25073.31,45460.89
30118,66719.69,31694.95,140918.68
30119,72054.36,33853.3,675488.16
30120,78478.93,34925.19,220399.43
30121,86025.56,27297.96,256675.13
30122,58236.42,27636,63766.98
30123,21049.43,29080.48,855882.63
30124,52775.93,33742.57,810318.35
30125,34522.55,26997.92,67928.78
30126,53200.41,34468.3,364314.14
30127,74683.44,29585.59,451223.03
30128,56215.59,27072.04,479034.68
30129,28217.85,32803.08,911356.78
30130,67097.86,28739.37,162423.64
30131,8134.2,29077.17,592361.73
30132,46033.13,27069.17,438087.29
30133,18358.13,29934.99,374846.87
30134,85708.63,29586.88,588579.49
30135,65274.86,30229.83,42351.55
30136,3931.04,33237.28,404759.66
30137,8381.41,31499.07,704498.58
30138,76656.93,26004.89,532423.58
30139,48400.58,28407.05,276433.09
30140,94266.55,25049.73,852800.67
30141,86296.21,29868.21,279433.76
30142,41158.07,33754.01,26491.76
30143,71536.09,30114.34,564403.66
30144,47593.82,31015.04,708746.88
30145,20819.82,30337.53,754983.29
30146,43615.97,30371.64,579512.22
30147,8048.01,29738.44,456735.43
30148,51086.75,31561.4,365895.73
30149,76679.72,31188.44,254226.27
30150,90403.3,33254.15,752928.42
30151,58261.94,31922.89,454835.14
30152,2282.79,32358.98,388109.47
30153,12508.25,27575.37,312744.57
30154,7262.82,28300.61,862143.28
30155,43759.69,32438.93,126547.14
30156,79098.48,25329.21,627146.34
30157,22014.19,25338.09,842026.39
30158,50338.12,33974.41,654772.3
30159,20831.55,27834.2,136080.83
30160,75097.57,33554.38,424867.02
30161,21601.31,28774.64,653458.52
30162,3709.15,28601.36,100864.73
30163,6583.26,31988.89,216152.31
30164,79359.2,32289.24,811104.19
30165,50063.38,29588.61,166602.52
30166,89321.57,27012.52,503870.69
30167,82909.43,27391.19,755578.18
30168,4120.38,28497.58,417084.53
30169,84917.9,34994.87,185737.66
30170,39382.36,26441.74,908239.13
30171,8676.55,30381.56,659378
30172,52661.97,30188.77,87762.77
30173,23634.26,31264.59,801872.58
30174,10254.43,29526.04,236404.03
30175,23748.1,27685.4,77639.8
30176,17864.52,29720.88,645071.66
30177,6380.8,33606.49,937345.09
30178,83477.29,28305.5,583801.21
30179,20504.6,33460.46,536783.07
30180,7728.28,33539.08,876491.25
30181,89538.49,31639.5,681495.94
30182,94815.11,33921.57,440276
30183,22826.37,34688.85,840439.85
30184,10934.43,27960.1,287338.91
30185,77163.12,30372.66,399232.69
30186,18068.5,34942.31,110366.84
30187,51532.55,28594.5,361634.12
30188,23910.88,28093.88,550734.54
30189,552.91,33833.07,217956.33
30190,45730.85,29982.45,979454.68
30191,44470.22,29511.9,401825.52
30192,59328.02,34308.7,933963.18
30193,70766.35,30448.28,752341.2
30194,23701.34,25225.94,615605.48
30195,47682.44,29359.97,688003.9
30196,56864.81,30034.19,99203.76
30197,41840.86,28441.63,804899.74
30198,94059.59,25331.4,160200.02
30199,96012.06,30751.29,122652.04
30200,6391.15,29914.95,856043.47
30201,36653.67,28291.35,663355.59
30202,41215.94,25053.9,361949.51
30203,76077.55,33679.42,466589.67
30204,35294.26,26998.99,159940.44
30205,13274.42,33959.67,258409.01
30206,55256.86,30386.58,582179.42
30207,69309.97,27920.3,551843.03
30208,27283.71,34869.61,20979.18
30209,45632.21,34149.51,231922.87
30210,43958.25,31237.82,865134.43
30211,81323.03,28855.05,483144.18
30212,94702.96,31741.59,570902.85
30213,84453,31281.99,257022.69
30214,8080.53,33759.94,81197.77
30215,10599.29,27990.1,310285.86
30216,91152.57,25115.19,59250.98
30217,32821.52,25781.04,448353
30218,91645.06,34142.61,619362.59
30219,95033.36,25018.06,381055.47
30220,70367.69,32026.68,185902.78
30221,57044.48,28826.45,578669.4
30222,47286.04,27264.81,268692.66
30223,33943.87,26801.57,756780.64
30224,12690.7,29621.85,106364.09
30225,10923.25,30797.75,425343.78
30226,81461.51,28885.43,6989.85
30227,98477.66,27270.16,159639.52
30228,1361.98,34947.54,486994.73
30229,10307.29,34787.8,834651.66
30230,16657.69,34698.94,15816.95
30231,28278.08,26902.61,970026.8
30232,66750.89,25598.76,699109.37
30233,63616.56,33084.44,148620.21
30234,14536.48,26202.54,633849.14
30235,64018.69,29887.51,377864.02
30236,99730.29,33245.17,126295.62
30237,16910.72,28019.68,600017.47
30238,51196.6,32173.94,23565.24
30239,58374.1,29192.09,580861.31
30240,42035.69,32651.1,69427.74
30241,87516.64,26284.06,936092.21
30242,76234.58,30784.27,688892.76
30243,23807.31,29234.72,578280.71
30244,51648.29,27111.56,550407.25
30245,26122.06,25077.17,380765.62
30246,24766.65,26550.94,501637.34
30247,73011.11,29001.05,344695.08
30248,67552.76,32342.34,948916.47
30249,16151.29,31447.54,57461.49
30250,11732.37,31142.72,686874.22
30251,13373.92,34323.15,759971.55
30252,12947.87,31580.22,369723.93
30253,10027.98,26758.73,736380.69
30254,63032.59,31731.61,680740.24
30255,23000.07,28146.3,211408.59
30256,14869.79,26833.82,202212.77
30257,80405.68,34324.78,835337.08
30258,47915.63,25200.04,241421.3
30259,24006.02,34296.55,81377.88
30260,10515.42,27600.23,225614.76
30261,94315.47,26438.33,973615.83
30262,27667.04,30798.06,708682.63
30263,40958.06,33516.87,457974.1
30264,6844.78,32976.66,969808.88
30265,39268,28217.7,418601.25
30266,91481.6,32663.29,287834.98
30267,47766.58,30984.07,566883.43
30268,16409.34,29288.43,294755.99
30269,82906.77,29540.1,6144.76
30270,90608.79,29233.31,582731.67
30271,4532.62,29154.09,679466.39
30272,4412.35,26263.37,803490.55
30273,46486.13,33638.12,930268.6
30274,36978.33,29516.96,785806.21
30275,74253.03,34745.22,431724.26
30276,27329.05,28955.31,504942.06
30277,36546.09,31085.89,427488.93
30278,52545.44,29358.64,263037.81
30279,37708.36,31437.59,625904.06
30280,90941.05,25681.08,281640.54
30281,18619.59,27586.12,396997.74
30282,92716.03,31030.43,139341.08
30283,46252.7,31197.52,251320.84
30284,98938.81,25468.82,761676.98
30285,21500.87,27940.73,162561.15
30286,74261.64,30011.29,13059.57
30287,15948.21,27655.93,607929.63
30288,77757.5,32741.19,587471.13
30289,70969.15,29777.81,82308.32
30290,50149.3,29936.21,644464.46
30291,22360.11,31640.25,703920.19
30292,75635.1,33971.24,222076.71
30293,21309.29,31726.16,560342.13
30294,30121.7,31433.77,232991.12
30295,64275.47,32827.12,496001.9
30296,36685.39,31108.29,742441.88
30297,38781.47,30564.74,514378.17
30298,28614.32,26672.65,552423.04
30299,57684.54,34012.74,996917.12
30300,84284.42,34082.59,935506.61
30301,59994.12,27605.86,903458.79
30302,55597.71,33432.93,311756.55
30303,23102.66,27446.92,483185.87
30304,80533.62,25071.1,647974.11
30305,26285.59,28681.91,830517.43
30306,26957.17,31562.88,562711.7
30307,59191.53,25450.28,913169.13
30308,78547.61,28048.61,401069.67
30309,71501.94,29328.55,476187.47
30310,62336.03,27883.17,893690.06
30311,24596.02,25819.63,836178.11
30312,98561.81,28135.88,146508.92
30313,21654.76,33386.44,395691.03
30314,81517.14,25418.18,422414.2
30315,6170.15,29363.18,637066.02
30316,96957.23,32917.55,759364.5
30317,84248.89,26862.65,728172.38
30318,50535.69,31074.73,997114.81
30319,14327.87,33127.74,803920.7
30320,42732.08,34309.59,618341.74
30321,86165.74,34930.82,111448.01
30322,24460.23,28766.83,106501.18
30323,85335.07,29845.26,138425.1
30324,3865.22,32335.04,640977.08
30325,35435,26095.79,729929.13
30326,51141.44,30345.76,107304.63
30327,88747.03,33707.07,179322.54
30328,38779.41,34181.97,941311.58
30329,61532.78,32738.37,435442.52
30330,27963.6,29337.17,348630.89
30331,77278.99,34824.75,937090.66
30332,36613.91,31377.38,931275.3
30333,53778.93,33202.73,248597.48
30334,20164.2,34438.45,482225.31
30335,64664.1,34766.11,838763.71
30336,23131.8,29555.46,565946.37
30337,44422.68,27465.13,647651.95
30338,13468.66,28265.76,280285.55
30339,92790.16,32987.84,344614.61
30340,45811.29,27969.73,357572.05
30341,40632,32005.09,971120.42
30342,64309.06,28665.67,367347.72
30343,84471.45,30226.21,697074.93
30344,65001.39,26851.61,725677.68
30345,62527.61,34401.01,161650.64
30346,95695.31,25534.89,646580.31
30347,85351.42,27872.5,345765.49
30348,79256.34,25813.47,212812.1
30349,84736.63,25814.19,3169.56
30350,93378.91,33685.64,411607.35
30351,24052.11,34194.22,627531.15
30352,39522.72,32672.86,18694.52
30353,98169.54,25121.27,799969.27
30354,46544.68,25556.15,643877.54
30355,99762.44,26746.81,399810.68
30356,88295.17,25372.06,471142.88
30357,13579.98,29085.43,104312.86
30358,62078.51,27783.07,360063.9
30359,17744.27,30333.9,471417.55
30360,60154.36,25067.82,891081.68
30361,34124.54,28415.3,369767.88
30362,56545.57,33832.15,522737.07
30363,19238.75,34247.47,359994.04
30364,6663.19,29782.43,440725.03
30365,11863.55,25718.19,737476.95
30366,22880.5,30219.68,993276.79
30367,65738.73,26591.03,694489.91
30368,44847.14,27046.8,499435.5
30369,58936,34976.31,636884.83
30370,15567.03,26931.8,335608.32
30371,88318.57,30126.86,81374.27
30372,79901.66,31115.74,389378.02
30373,58677.68,26786.56,408418.8
30374,72924.1,32063.18,33162.17
30375,32390.39,25381.68,399234.73
30376,97076.83,27118.66,202764.08
30377,36039.87,31504.31,623240.45
30378,24729.04,27116.92,541719.31
30379,24506.75,30021.37,275682.73
30380,86907.26,31658.42,15382.04
30381,68893.97,33259.82,935713.52
30382,69389.72,33302.18,491197.88
30383,80313.61,34030.52,6006.19
30384,36468.07,27008.5,952336.79
30385,13239.92,29919.01,731070.31
30386,36790.28,25118.8,705988.32
30387,28197.99,27535.9,615143.53
30388,76192.8,30062.68,36731.09
30389,78446.37,34739.54,437720.85
30390,94537.45,27798.51,249088.87
30391,89790.77,29119.11,712094.02
30392,30412.42,34089.18,61308.51
30393,64104.68,32668.28,389395.64
30394,94621.3,33284.49,647480.6
30395,45697.82,34070.54,187474.86
30396,54526.7,30628.03,449829.44
30397,78063.79,25310.96,632323.6
30398,57592.92,33909.23,121183.49
30399,20444.83,34123.65,887674.53
30400,86021,31515.23,642891.2
30401,71933.9,33036.01,371568.87
30402,1759.57,31131.43,288401.99
30403,89494.06,27793.33,660056.05
30404,90729.58,31922.97,239017.82
30405,51629.18,30525.32,104792.17
30406,36710.48,33368.72,633889.03
30407,23513.04,28230.54,331936.31
30408,65589,28708.71,214871.31
30409,44196.95,33648.66,938614.7
30410,59360.74,31869.7,323164.08
30411,86668.54,34991.08,130344.2
30412,10349.96,29257.01,240168.77
30413,3560.27,26319.9,71562.13
30414,19125.39,28068.61,678863.55
30415,39632.99,29727,872132.68
30416,77851.44,34024.75,15042.61
30417,21705.99,26214.58,268076.4
30418,42587,26416.55,309496.69
30419,15906.06,29713.37,649591.85
30420,42658.94,25493.56,173745.95
30421,22156.97,26463.82,182491.13
30422,24017.37,34873.6,629614.33
30423,86944.82,31907.35,403003.01
30424,97905.65,26894.81,126884.26
30425,29643.54,34335.12,130470.26
30426,38843.88,33868.67,542770.08
30427,66001.59,33056.49,801463.61
30428,74218.45,30563.07,901568.8
30429,99210.88,25592.28,92872.18
30430,95283.14,26711.79,667795.76
30431,14800.66,33969.21,986321.64
30432,33827.59,29453.93,112973.52
30433,71629.51,29690.52,20907.3
30434,83022.17,28024.64,642004.92
30435,10763.01,28442.3,324393.92
30436,54881.04,34222.87,557931.58
30437,70064.21,31805.5,905637.67
30438,95397.89,28200.86,22158.51
30439,19690.65,33978.8,868280.22
30440,35901.5,27099.6,273488.71
30441,52267.11,30272.57,307353.22
30442,44416.34,26333,672425.67
30443,28939.99,31282.77,310069.68
30444,53966.01,31932.44,388204.91
30445,39232.44,31107.28,440977.09
30446,3541.51,26195.77,769646.07
30447,56795.07,33304.69,20461.64
30448,62885.05,33460.43,243234.36
30449,80137.28,27647.57,462290.09
30450,55011.92,32461.14,704822.53
30451,75406.17,27931.67,817044.94
30452,13887.01,28750.54,70653.64
30453,98847.54,28030.46,133368.13
30454,42361.33,26400.12,283789.57
30455,22268.66,30557.54,680543.96
30456,5139.96,30967.68,147665.51
30457,11154.06,25027.44,921119.26
30458,50554.82,28654.48,439676.77
30459,35818.64,34367.76,748839.31
30460,73657.47,28744.76,475089.19
30461,97558.53,34893.23,400938.72
30462,4730.35,34986.3,431163.19
30463,63235.49,29511.04,964275.42
30464,20618.02,31422.47,132852.92
30465,84647.54,28015.15,240763.67
30466,42678.84,25276.11,598667.42
30467,89866.01,31716.97,505092.4
30468,51435.95,27159.96,820222.35
30469,96442.91,29990.13,717604.47
30470,1525.46,32372.77,658919.15
30471,87312.31,31098.05,272323.66
30472,89041.54,32796.24,954121.26
30473,37904.5,34038.42,534637.39
30474,44738.58,25961.7,181222.04
30475,24791.7,34620.07,144333.76
30476,26326.27,31098.11,310356.37
30477,15492.06,30126.84,167731.16
30478,98270.51,34162.25,850912.71
30479,90327.53,28111.22,140358.2
30480,20325.63,28142.15,216658.56
30481,48411.21,34643.33,651030.96
30482,95008.88,26335.36,323290.34
30483,298.66,28369.58,351660.54
30484,95611.01,32316.22,285099.2
30485,14692.45,28623.62,546062.27
30486,64697.4,31064.17,444487.06
30487,48416.19,31032.18,184285.74
30488,80300.48,33037.98,712873.95
30489,11594.81,28810.65,581627.17
30490,94242.92,27006.25,731381.88
30491,60190.95,26897.4,710952.7
30492,67356.4,25990.51,915897.58
30493,68799.04,25980.07,586169.8
30494,18985.12,33720.07,601380.45
30495,93545.11,25868.63,934854.68
30496,35464.54,27766.67,885873.72
30497,2916.33,25230.67,798160.46
30498,28774.84,34392.06,214519.61
30499,99153.08,26371.24,813786.92
30500,68594.53,31487.63,295598.35
30501,96083.93,32512.75,78096.57
30502,36455.16,33164.46,518611.84
30503,75735.81,34237.02,528304.23
30504,1983.11,31883.61,278424.42
30505,364.89,33334,374579.54
30506,7445.16,31430.06,410204.8
30507,42770.06,32944.97,178885.69
30508,90168.68,30095.59,404260.36
30509,1464.29,34706.66,166861.2
30510,80229.85,27895.61,315930.99
30511,50719.83,25499.52,985960.11
30512,96777.03,30757.96,551587.74
30513,41869.38,27184.54,446403.93
30514,28890.69,29189.87,789631.28
30515,40511.2,28071.06,630392.18
30516,22889.31,33178.6,561366.29
30517,3008.68,31689.18,59686.78
30518,47045.06,29720.47,980165.64
30519,44954.05,29551.84,770593.9
30520,86957.36,32445.58,226312.84
30521,58367.69,28675.92,972026.18
30522,39545.71,29819.65,107636.86
30523,1575.06,27503.99,209815.6
30524,93468.31,29928.7,616249.61
30525,93696.72,30948.74,766935.48
30526,60907.28,28453.06,658826.81
30527,32001.23,27941.02,224751.54
30528,46012.94,29388.39,354296.06
30529,87057.47,34176.88,775342.15
30530,87313.65,27242.89,348087.45
30531,49140.51,33788.81,941008.67
30532,23435.59,28644.52,142618.73
30533,66028.22,29688.17,734452.7
30534,69275.49,31935.7,388643
30535,79066.84,33758.32,794499.67
30536,20059.68,32586.57,291040.08
30537,73843.65,29817.82,14244.22
30538,15841.26,27204,459957.22
30539,39448.08,30962.71,65302.05
30540,53341.98,29867.57,533335.31
30541,22052.89,29908.63,639146.6
30542,47675.95,25689.44,707318.1
30543,94306.58,34909.82,602076.17
30544,92529.97,32091.46,777828.1
30545,46890.26,30037.42,103079.47
30546,28063.44,27013.47,16420.94
30547,96976.72,34576.56,436152.19
30548,41233.47,33721.63,965666.97
30549,31498.56,26590.86,691216.49
30550,55762.37,28198.71,612011.87
30551,67713.7,34821.91,53002.02
30552,55326.29,28851.22,780822.34
30553,29583.08,30875.91,260106.45
30554,34484.69,26185.36,417684.26
30555,71238.05,27611.78,312504.06
30556,68357.34,26700.54,531213.69
30557,65244.59,32468.26,431678.4
30558,16171.37,30126.54,94934.35
30559,40796.18,27291.12,451785.03
30560,8629.07,25092,852543.73
30561,15455.82,26995.36,394389.85
30562,56197.45,33502.04,591977.02
30563,87472.75,25019.76,993417.92
30564,73736.13,33111.6,478726.44
30565,22465.56,33712.37,404929.27
30566,72537.99,25758.45,830184.33
30567,65313.2,29091.2,529406.03
30568,21233.66,29365.15,487534.71
30569,48098.33,32646.76,916689.6
30570,19078.67,26647.67,172586.63
30571,86368.58,33981,371383.05
30572,20375.16,28633.49,120247.04
30573,74139.04,29487.72,578326.08
30574,56457.05,26679.36,80939.06
30575,508.55,30316.84,98159.07
30576,80535.13,26727.54,175647.76
30577,9987.35,30694.32,133020.41
30578,86101.26,29825.49,423611.31
30579,57743.23,33999.51,559385.7
30580,41229.04,27399.66,852778.67
30581,1650.63,31122.17,199980.27
30582,88266.34,34654.2,678106.68
30583,53538.64,27316.33,812948.68
30584,81336.5,33979.89,334534.5
30585,67048.98,30358.38,559466.37
30586,54579.74,29586.91,747783.74
30587,61090.72,34775.28,635214.71
30588,30583.21,32316.3,586690.4
30589,5470.66,25189.85,445222.48
30590,90231.44,26646.9,888081.5
30591,87968.47,32564.02,703782.44
30592,13574.45,31122.08,28182.04
30593,93669.42,27294.87,198377.17
30594,35500.62,25203.72,894197.6
30595,89275.48,34208.08,670158.99
30596,47527.9,28599.48,590979.71
30597,78436.33,30016.8,494737.94
30598,98746.48,33502.22,254260.87
30599,38707.11,31638.27,524753.65
30600,32801.89,28694.54,540058.72
30601,96224.68,25929.73,142479.56
30602,17877.19,27595.7,154467.66
30603,49482.01,34570.34,850847.81
30604,3200.02,34045.72,832471.92
30605,94643.31,29142.4,844053.23
30606,32419.12,34912.29,469587.71
30607,94026.5,33573.18,634940.5
30608,14690.44,31568.28,326485.9
30609,71755.2,33502.14,431752.73
30610,94188.93,33578.13,237383.18
30611,7637.28,28568.8,540663.38
30612,28880.63,26010.84,529825.83
30613,91037.91,32354.28,769347.78
30614,89090.68,26475.32,501586.99
30615,45006.96,28242.01,855770.44
30616,84747.4,28674.45,550515.82
30617,11311.98,31747.8,940194.92
30618,72844.38,30913.61,620130.19
30619,8868.11,26986.86,997507.72
30620,80402.83,28222.35,180789.6
30621,4153.29,31878.05,679332.31
30622,66696.01,31642.02,929319.3
30623,37975.47,34099.72,817939.37
30624,13928.93,27987.36,947205.42
30625,80653.81,34863.49,602391.96
30626,51217.7,30313.17,458123.43
30627,24777.42,25298.75,609200.24
30628,78189.67,25510.23,941862.77
30629,4449.79,32645.59,951550.08
30630,98041.92,33474.41,451607.91
30631,95821.75,32911.01,945858.62
30632,3496.04,26049.97,843653.82
30633,77048.38,34082.72,325441.7
30634,69727.63,32714.64,87754.58
30635,58946.79,26277.94,594656.3
30636,17283.41,33036.45,871458.94
30637,70196.14,34891.24,482804.73
30638,23148.72,27898.74,729599.02
30639,64434.32,28191.63,470909.23
30640,58768.64,25452.79,608902.86
30641,74013.31,31934.6,640591.51
30642,65470.8,27729.73,819180.08
30643,82868.51,34757.65,91367.8
30644,95528.03,28077.05,116195.56
30645,24495.36,26770.31,737161.05
30646,99004.31,33065.49,16796.18
30647,30714.47,31698.77,619773.97
30648,4050.34,25866.59,144188.24
30649,81837.63,32879.38,883274
30650,5224.6,34221.98,346456.42
30651,65992.65,31220.11,332461.69
30652,69272.62,25332.42,956650.34
30653,9485.77,34330.05,270315.06
30654,3181.51,26682.84,397835.57
30655,78445.01,31135.38,637543.12
30656,51149.4,33172.51,115730.96
30657,64899.96,33458.39,829657.32
30658,65056.88,30018.27,939806.25
30659,72577.76,25395.06,711197.66
30660,62205.05,26972.16,422677.3
30661,98772.03,26934.37,544258.32
30662,86901.81,29473.89,621791.08
30663,85350.46,25633.76,266493.08
30664,17387.22,32220.7,960914.11
30665,45798.22,31596.3,360846.86
30666,54894.96,30994.05,194597.9
30667,69495.44,27216.39,595178.06
30668,99066.94,27799.61,876096.34
30669,95987.02,27087.92,296679.01
30670,16235.5,26955.16,916479.15
30671,57862.43,31236.34,926662.96
30672,83421.61,26719.41,761604.5
30673,60052.77,28414.29,696393.12
30674,44238.72,33175.16,847549.3
30675,85933.91,31932.68,352182.58
30676,3703.83,27311.57,661113.5
30677,45323.61,28827.32,118942.31
30678,1648.49,31351.96,539202.28
30679,35294.35,33366.27,736585.88
30680,46287.69,26838.89,30272.81
30681,63720.02,31695.82,774629.97
30682,97345.37,32909.02,832341.71
30683,61829.04,25820.1,16006.22
30684,27796.09,26466.73,436596.68
30685,88686.02,32823.27,97916.2
30686,80489.93,27771.07,99145.29
30687,52880.08,31094.08,146182.13
30688,14436.55,33853.2,266095.39
30689,48856.45,28519.62,555736.91
30690,20645.32,34661.48,351308.82
30691,39870.89,30726.84,916201.65
30692,62818.58,28443.8,476284.85
30693,53247.2,25023.89,803065.5
30694,39461.62,34907,528393.33
30695,9578.37,34115.14,180684.96
30696,13048.49,25063.76,928972.51
30697,47091.13,28752.2,200818.37
30698,50170.43,34619.98,882302.76
30699,4698.93,26682.13,261828.04
30700,23953.19,29285.09,242958.91
30701,92829.83,30072.98,163022.72
30702,66974.84,29737.63,526713.81
30703,17326.3,32051.07,30286.08
30704,22830.91,28251.21,906369.55
30705,64063.23,34986.73,252427.52
30706,19938.53,30938.77,456599.51
30707,90314.75,32787.69,495665.76
30708,35738.58,34829.22,266289.15
30709,28193.44,27473.17,300343.59
30710,11085.94,27622.13,721460.5
30711,88918.88,27747.5,413532.4
30712,3970.92,25515.42,835470.46
30713,99558.57,26180.39,805721.35
30714,3128.53,32881.49,552124.82
30715,26131.83,32658.55,978189.22
30716,1411.89,32291.38,40402.3
30717,36118.71,31405.15,750791.27
30718,94893.38,26291.57,665844.78
30719,50822.17,30944.44,604630.82
30720,32928.51,26507.31,265499.78
30721,62377.86,29346.57,656015.96
30722,20574.75,25847.85,254949.66
30723,46249.97,29931.32,515287.15
30724,35819.35,31565.41,537281.97
30725,16003.02,31133.94,896840.66
