r,delta,theta,fecha_pos,id_pos
755.88,784.66,36.03,1940-01-27,597
322.77,425.8,361.83,1955-05-24,89
129.03,84.12,390.24,1907-08-02,208
238.09,212.3,763.81,2004-11-28,936
375.31,573.49,472.05,1986-11-06,562
230.88,227.55,577.76,1965-10-18,104
988.47,867.8,514.1,1923-06-24,167
383.03,551.74,255.98,1949-09-17,514
31.19,404.56,291.28,1981-03-11,228
117.02,665.54,263.88,2012-10-18,771
547.72,249.08,776.03,1912-11-23,423
25.72,895.37,232.57,1954-12-27,364
523.24,15.42,690.84,1926-10-07,9
989.42,704.93,742.65,1902-02-18,248
510.94,364.74,140.58,1965-10-23,408
468.8,825.4,500.36,1927-09-11,434
246.49,363.33,171.46,1956-07-08,259
554.32,400.16,92.43,1943-02-16,4
590.63,752.87,975.63,2001-12-23,387
542.89,501.59,152.12,2008-07-13,537
646.38,537.28,50.04,1952-01-10,286
155.07,512.75,494.5,1951-06-18,858
709.13,449.51,740.18,1961-02-22,501
422.15,572.66,512.13,1955-01-14,460
781.58,222.24,698.72,1989-02-21,370
73.41,575.77,130.78,1932-09-14,864
586.72,346.41,147.38,2007-10-28,597
36.74,660.53,977.54,1965-07-23,547
459.47,342.29,610.02,1946-07-18,424
478.36,933.81,669.43,1956-04-03,362
38.35,113.75,560.38,1996-01-24,824
884.88,607.37,330.49,1993-12-20,245
40.68,634.35,508.36,1959-01-14,75
594.52,308.47,884.97,1991-09-10,446
834.79,935.63,147.68,2016-01-09,99
330.58,210.87,863.44,1949-07-26,841
45.68,583.07,150.76,1958-02-08,841
225.73,456.9,582.06,1995-04-01,888
21.64,912.39,886.65,1987-02-06,891
698.67,206.7,76.76,2017-01-01,134
880.9,902.16,819.63,1990-03-29,973
500.18,551.16,586.93,1957-02-15,209
693.24,917.33,487.93,1944-08-30,880
423.37,649.85,264.71,1914-01-16,650
410.39,2.85,702.43,2019-11-25,975
856.56,712.29,993.37,1906-01-31,72
114.74,483.44,920,2013-08-12,758
906.12,759.06,879.78,1974-03-01,803
582.75,534.22,584.27,1938-02-19,241
678.33,134.44,692.7,2005-04-15,159
551.29,309.16,137.89,1905-05-03,19
66.94,717.65,100.98,1979-09-20,258
508.53,449.86,325.9,1959-01-06,145
744.37,486.32,463.61,1970-04-22,798
877.74,754.97,64.09,1959-01-19,756
170.83,34.94,21.76,1948-03-04,103
453.1,376.4,972.14,1932-02-07,7
391.47,367.88,533.33,2001-12-20,175
66.84,481.2,852.46,1933-02-01,534
545.53,336.57,148.03,1914-10-17,431
306.97,594.92,426.35,1998-10-11,298
305.7,508.61,496.56,1954-09-07,138
227.45,811.75,566.95,1940-07-14,939
766.28,968.21,944.01,1944-08-31,276
447.34,264.5,280.4,1948-11-03,672
825.25,488.5,92.39,1915-10-05,475
561.27,292.22,778.92,1949-01-10,124
336.51,915,562.38,1967-09-24,611
770.39,790.65,664.17,1945-03-08,908
165.41,770.15,950.42,1920-02-08,894
775.65,779.15,619.17,1973-11-08,848
846.8,478.56,997.91,1968-07-27,543
365.71,925.97,233.02,1918-05-01,489
774.82,263.44,948.6,1981-03-02,232
272.3,255.13,68,1948-02-13,694
286.82,733.19,592.89,1981-08-18,529
933.34,916.79,615.42,1972-11-04,536
991.29,724.15,199.35,2013-07-25,758
135.9,510.5,488.72,2005-12-02,252
922.22,872.45,486.59,1978-03-03,225
349.2,772.79,999.27,1999-08-28,207
462.26,418.31,589.64,1960-05-20,651
777.08,654.66,555.83,1994-04-11,980
56.28,467.31,963.07,1996-07-12,874
17.44,215.54,848.53,1900-05-02,975
968.54,359.08,110.91,1998-02-09,724
202.89,224.67,826.35,1993-05-29,274
331.92,176.85,842.58,1981-03-25,390
489.64,918.33,837.23,2012-09-15,694
632.49,868.65,968.66,2012-04-19,662
246.29,611.91,183.74,1970-10-09,744
91.26,669.2,869.01,1966-01-10,127
518.92,454.9,298.31,1913-06-29,417
307.74,504.35,929.42,1993-05-12,520
770.72,768.86,381.3,1988-08-12,485
438.42,535.27,880.77,1904-12-08,574
144.76,910.29,122.31,1972-06-01,24
119.88,556.39,971.43,1942-12-15,711
777,865.9,928.3,1955-06-26,614
920.6,764.63,505.3,1958-07-10,820
344.72,650.6,650.67,1983-06-25,631
161.98,744.19,716.29,1912-03-19,576
650.61,6.34,595.85,1952-12-07,62
652.14,478.02,334.86,1922-05-16,981
674.46,952.86,807.73,1901-05-25,69
551.8,629.5,927.98,1957-03-31,927
316.57,670.8,485.95,1989-02-14,481
923.43,694.53,664.32,1966-10-28,643
279.65,208.61,771.85,1953-02-01,552
17.15,254.03,839.38,1954-01-28,446
694.46,178.79,692.94,1903-03-10,910
175.62,255.24,22.92,1951-04-24,94
423.45,47.92,567.86,1968-11-06,177
518.71,301.86,247.99,1933-01-27,153
663.58,921.89,597.33,2014-11-30,431
347.82,398.46,356.26,1973-10-08,729
335.32,501.66,88.88,1937-05-27,87
293.96,727.37,944.92,2001-07-16,533
490.35,730.99,925.55,1964-12-23,751
616.39,765.98,937.6,1978-01-31,502
522.35,378.18,792.48,1971-11-05,444
24.72,744.02,846.04,1903-07-03,872
61.66,25.12,240.99,2012-10-31,54
530.53,380.82,183.72,1941-06-19,853
301.81,201.92,483.14,1956-12-25,137
613.06,922.96,579.3,1945-07-08,899
245.91,552.27,13,1968-11-27,456
131.03,30.43,371.37,1956-05-27,756
79.54,815.6,558.02,1938-11-01,223
538.98,287.71,319.07,1959-11-10,872
611.33,907.27,452.22,1972-01-07,811
818.49,93.3,97.77,1906-06-22,850
251.03,351.26,180.25,1966-05-23,180
786.36,935.72,8.46,1905-10-23,686
575.21,18.98,1000.28,2005-05-30,726
517.06,387.15,93.41,2001-09-13,712
278.17,861.12,903.93,1930-08-08,943
407.67,294.05,855.53,2019-10-25,648
413.96,128.83,206.19,2003-05-13,368
982.16,166.86,124.07,1929-02-14,153
880.66,904.67,338.31,2000-01-21,724
833.89,223.49,156.64,1961-08-15,797
368.97,49.88,448.19,1980-09-19,590
4.34,269.58,958.1,2016-08-10,27
547.66,749.67,97.76,2008-08-30,348
968.74,299.03,569.75,1924-12-08,871
560.48,215.21,951.23,1996-11-20,178
704.19,448.5,839.65,1900-03-27,681
61.6,849.93,74.43,1902-04-25,539
407.19,492.58,768.17,1948-11-16,377
873.59,341.45,333.16,1974-12-28,449
655.18,185.33,176.81,1968-03-21,941
318.85,553.29,451.23,1979-11-28,723
102.2,448.65,700.75,1929-05-02,739
253.55,378.92,653.8,1961-12-26,41
208.66,452.32,801.7,1966-03-08,646
425.36,422.49,63.64,1929-01-12,230
582.08,535.46,982.33,1986-12-26,40
246.6,603.44,727.81,2008-01-11,894
593.36,902.42,516.85,2003-09-06,252
895.98,951.82,753.08,1991-06-15,852
405.71,838.93,446.53,1969-04-14,925
454.22,784.33,466.77,2002-10-13,286
423.98,564.62,721.91,2015-09-10,547
134.71,171.43,9.92,1983-05-26,740
183.23,696.97,659.03,1980-02-10,973
695.24,247.98,92.83,1971-09-02,774
913.34,449.56,933.32,1965-10-31,451
724.79,535.01,153.87,1933-03-03,120
154.69,728.24,996.1,1929-01-11,689
949.12,948.75,16.71,1958-04-20,877
317.03,440.91,420.6,1905-08-27,104
481.29,236.5,653.93,1939-04-25,919
805.22,598.04,664.63,1997-11-08,805
480.36,376.14,566.71,1982-04-29,28
921.49,404.02,70.15,1954-09-02,212
903.65,43.73,600.75,1984-09-05,469
25.67,630.24,681.04,1966-06-15,126
462.78,596.42,591.21,2011-06-24,284
505.38,75.56,146.06,1908-09-22,611
872.31,635.87,942.57,1985-04-16,1000
510.31,35.7,260.69,1957-07-13,603
641.51,753.77,38.52,1994-04-03,302
825.4,741.55,776.32,1913-02-19,17
423.05,534.5,239.88,1949-06-28,779
666.2,748.16,237.58,1993-02-25,783
985.3,304.08,193.35,1909-07-06,210
735.98,271.32,523.95,1937-01-30,549
141.61,855.41,759,1970-08-15,407
724.52,58.02,533.17,1963-01-12,302
373.09,855.08,41.39,2014-11-23,290
212.42,773.63,683.46,1990-04-22,730
271.63,776.71,443.17,1930-06-16,71
2.29,516.09,948.52,1967-08-25,7
944.51,780.84,50.51,1995-09-09,545
192.32,929.93,436.9,1943-05-15,453
133.19,740.88,205.02,2005-08-19,200
582.41,629.26,826.44,1920-05-07,496
923.16,294.21,158.92,1910-07-29,508
994.1,98.28,809.6,1920-08-30,681
29.26,115.6,34.25,2003-02-23,885
546.24,52.48,367.84,1945-04-21,699
820.12,544.09,531.87,1923-09-20,644
231.84,234.38,15.62,1958-09-14,675
384.37,280.27,784.27,1959-05-14,63
117.89,364.27,904.6,1980-09-27,996
399.6,958.76,733.65,1917-07-15,944
377.66,65.39,519.45,1948-12-27,341
406.07,969.9,539.86,1923-03-06,459
140.3,939.18,87.02,1948-08-23,535
727.28,984.78,482.68,1939-01-01,874
75.63,766.96,578.21,2015-06-30,840
652.75,365.51,137.53,1901-10-02,293
817.41,679.81,746.15,1972-10-28,381
915.92,256.14,282.46,1908-03-19,143
608.25,59.71,113.42,2012-09-24,898
923.1,985.51,791.55,1927-09-06,190
461.66,123.59,362.94,1992-12-18,697
418.62,264.76,596.77,2009-08-09,911
303.16,990.24,636.57,1932-01-03,123
487.06,88.18,586.39,1924-08-09,33
507.39,842.44,524.57,1922-11-06,918
585.41,358.52,908.41,1901-03-31,568
723.42,254.04,942.18,2006-09-26,961
467.4,689.93,968.57,1926-08-20,919
434.54,696.2,212.53,1969-11-19,701
997.84,764.56,91.05,2006-05-16,76
144.01,874.08,53.14,1916-12-31,606
634.38,384.17,792.01,1915-05-19,302
949.94,813.32,141.74,2010-03-07,57
376.03,269.74,247.83,1951-01-01,13
540.6,160.99,534.25,2013-01-20,630
934.13,628.65,265.19,1924-09-28,731
559.42,690.62,813.68,1915-12-09,572
430.41,162.76,484.53,1920-04-19,52
871.49,586.04,500.49,2013-04-21,113
948.39,889.62,381.35,1998-09-05,9
99.21,443.44,773.78,1921-01-21,546
116.57,33.45,506.17,1912-02-11,361
872.19,703.52,873.99,1901-08-27,874
866.27,687.91,583.75,1919-04-29,347
635.77,244.63,867.17,1940-12-29,620
364.98,620.61,377.06,1921-08-14,508
11.58,857.28,990.53,2014-07-27,347
126.04,769.3,522.85,1904-02-15,294
800.6,845.84,252.7,2009-10-26,78
727.73,709.13,778.42,1990-12-17,929
152.71,780.17,605.33,1967-01-22,687
271.09,552.22,995.53,1921-02-18,77
442.73,917.4,734.72,1913-01-22,113
66.25,626.76,952.3,1951-11-04,92
761.31,141.89,437.52,1902-05-13,244
798.58,129.39,969.44,2013-03-09,642
877.58,458.28,901.32,1909-06-30,729
890.9,337.69,565.94,1978-02-08,951
668.1,320.32,842.81,1969-08-06,834
340.15,935.5,230.1,1967-06-05,808
984.4,3.59,595.37,1976-01-20,653
207.38,285.81,19.49,1942-11-18,223
271.93,601.69,190.96,1966-07-05,125
876.31,465.13,404.07,1918-10-07,286
352.38,90.18,872.44,1955-01-29,715
39.81,865.64,599.84,1975-07-19,936
394.92,134.67,267.22,2000-06-12,931
85.51,201.09,27.36,1962-10-20,865
537.1,403.71,795.96,1964-04-30,450
612.48,110.02,184.63,1975-02-05,256
961.09,899.03,136.12,1998-06-20,423
903.02,5.39,242.84,1903-05-30,793
174.95,941.76,740.35,1989-02-09,754
441.43,747.66,895.5,1913-05-12,700
71.31,181.06,198.32,1928-07-06,816
412.05,339.63,553.2,1982-01-10,260
33.78,598.05,7.78,1993-03-28,445
216.28,407.08,407.8,1995-11-01,358
314.44,60.9,128.21,1948-01-05,600
401.2,604.1,518.56,1930-09-27,794
351.18,282.99,183.16,1995-10-19,791
786,897.38,37.03,1903-12-03,458
110.09,847.72,362.61,1999-10-30,107
217.37,913.46,172.01,1903-04-29,890
529.41,501.25,486.27,1984-12-07,670
250.04,623.03,436.31,1974-10-23,796
39,945.57,355.66,1981-03-29,514
17.97,999.49,495.85,1975-12-09,55
568.37,278.69,807.28,1958-06-28,469
297.15,45.1,545.08,1993-05-25,936
665.55,826.2,367.16,1972-07-17,360
518.69,782.62,35.93,1973-03-23,546
800.27,584.88,413.13,2018-05-04,524
765.63,279.24,599.84,1954-01-12,336
875.2,46.8,359.01,1915-07-12,820
391.96,664.51,239.42,2013-06-30,473
844.4,511.01,61.7,1937-01-20,188
616.33,681.82,888.79,1916-03-12,20
951.18,132.94,877.87,1909-01-20,291
961.81,71.47,839.52,1908-08-03,102
18.9,987.34,986.6,1985-08-12,702
296.32,149.68,401.81,1972-09-15,428
380.99,56.52,34.64,1925-02-02,388
285.39,697.84,352.09,2011-06-05,694
839.08,576.02,854.28,1915-03-10,408
387.08,377.87,681.18,2014-03-03,192
729.97,884.02,935.51,1948-12-02,23
178.19,972.8,577.13,1965-08-02,508
13.15,59.79,369.51,1988-11-25,109
914.49,417.17,225.92,2001-04-04,219
813.04,613.71,312.02,1931-08-18,830
237.86,589.43,100.64,1933-10-19,488
750.26,681.6,505.57,2008-05-06,8
608.24,744.73,821.51,1929-11-28,537
506.47,238.83,103.22,2000-07-11,228
678.02,801.61,428.15,1953-10-21,299
841.38,388.27,890.18,1939-12-16,48
218.44,393.51,10.67,1967-09-22,446
354.39,362.03,235.68,1989-06-05,494
865.29,256.36,143.99,1978-09-25,121
967.71,21.14,565.78,1970-01-08,892
813.59,345.98,344.82,1900-08-26,289
451.11,491.43,975.34,1940-11-25,842
691.51,36.28,109.09,1989-07-25,210
224.73,34.78,838.62,1993-10-17,854
519.1,207.41,52.95,2009-05-03,288
528.26,456.23,811.2,1902-08-10,732
430.02,905.65,146.6,1973-12-07,201
244.77,857.59,104.92,1942-02-19,996
716.05,699.17,496.71,1916-07-19,862
247.81,99.7,719.31,1989-04-09,483
83.86,656.6,99.71,1904-06-18,252
752.09,916.32,465.04,1900-12-11,763
610.42,303.86,973.17,2003-04-15,682
162.18,333.82,122.23,1907-09-02,149
87.93,907.17,832.81,1975-08-12,734
845.66,212.94,288.74,1975-06-06,602
35.38,739.42,962.96,1942-07-22,589
873.77,17.8,213.64,1941-10-25,422
758.51,426.32,795.65,1976-09-26,447
460.17,932.26,901.92,2016-02-09,76
754.71,500.37,755.93,1930-08-04,959
877.79,327.97,595.66,1936-09-23,557
940.93,317.55,707.59,2016-10-02,659
674.44,552.52,545.78,2000-08-10,194
10.31,934.88,202.67,1937-11-16,271
653.47,537.97,144.08,1981-10-25,18
116.37,699.03,723.74,1935-11-14,810
232.15,39.95,508.11,1923-12-05,904
917.96,870.35,664.29,1983-04-03,632
601.11,130.14,628.68,1921-05-18,534
540.94,45.74,727.47,1904-09-10,61
458.1,349.86,424.48,1925-05-16,315
186.16,825.59,888.52,1980-07-18,709
797.65,425.02,457.5,1952-01-11,712
307.82,504.54,90.71,1980-02-20,650
447.33,975.48,64.63,1961-02-05,888
486.27,496.72,719.57,1958-10-13,249
328.88,623.46,557.9,1964-09-10,697
335.86,448.74,449.52,2010-08-10,836
757.32,916.21,222.79,1916-03-18,231
879.65,625.64,476.68,1969-05-08,939
42.37,374.01,593.68,1962-05-11,189
42.64,944.57,801.3,1904-11-15,522
30.58,525.31,71.57,1988-07-17,881
929.13,810.2,631.28,1985-08-03,864
514.56,92.96,989.85,2019-05-25,23
921.71,630.98,993.69,1982-02-10,844
646.45,991.93,312.57,1919-07-25,414
349.44,13.3,226.3,1924-03-27,905
652.63,53,705.9,1978-01-28,64
751.05,311.47,74.06,1905-07-26,760
129.71,268,262.51,1936-02-19,465
138.41,226.39,525.22,1998-07-12,723
574.9,264.36,334.15,1984-04-30,519
388.87,260.54,884.19,1918-06-21,169
121.89,554.91,342.25,1973-12-18,111
546.71,656,504.75,2003-07-30,330
416.42,875.94,99.79,1917-03-28,57
118.79,444.83,929.47,2011-11-01,189
298.25,201.35,920.63,1923-09-17,69
620.43,329.8,553.83,1901-07-29,226
203.58,455.08,467.74,1955-03-23,98
482.25,573.63,85.07,1994-05-29,776
553.28,131.21,874.66,1932-07-18,91
893.64,505.74,257.59,1904-01-20,926
629.27,621.71,54.98,1937-12-10,158
572.93,392.32,668.01,1936-10-08,807
944.84,927.31,461.37,1929-11-07,463
837.71,719.05,24.75,1966-06-16,865
988.06,771.06,92.82,1902-09-13,366
696.62,495.35,486.85,1901-01-03,803
295.14,324.49,396.08,1926-04-03,727
291.25,879.84,299.85,1907-08-21,589
442.28,253.35,285.84,1954-08-06,347
264.23,630.84,221.64,2000-09-14,347
284.17,242.89,208.52,1988-08-04,257
950.21,795.55,886.43,1919-02-12,87
719.84,194.77,468.16,1973-12-03,951
720.28,83.79,493.72,1906-06-28,374
661.84,118.15,946.46,2018-01-09,632
472.02,243.84,282.16,1962-05-07,669
697.64,926.85,781.27,1940-12-29,187
622.08,361.66,217.53,2001-02-16,158
636.58,950.16,810.45,1995-10-25,379
951.14,918.82,158.64,1954-03-18,695
380.81,863.64,13.29,1983-06-26,508
635.97,24.54,323.97,1928-03-24,310
468.44,989.57,854.35,1998-06-10,764
357.1,793.46,131.25,1984-11-20,629
14.07,150.41,153.06,1915-04-22,745
261.56,66.01,403.58,1991-11-18,746
372.53,78.1,349.71,1982-09-15,317
386.86,758.94,184.22,1904-12-14,46
441.94,369.27,293.54,1986-06-02,44
391.55,671.79,568.28,1990-09-07,90
158.08,298.68,293.94,1949-12-09,71
282.75,396.33,340.06,2009-02-11,70
167.02,611.99,993.89,1990-10-31,64
383.51,193.6,810.03,1977-01-04,694
992.86,15.09,778.82,1995-03-05,6
509.4,466.95,164.27,2010-07-29,253
775.77,611.35,414.93,2005-02-12,979
374.16,456.25,274.4,1910-12-21,16
329.52,978.9,263.08,1953-02-17,546
754.71,626.93,929.83,1978-03-10,381
427.23,541.54,636.97,1984-03-29,843
311.69,253.05,936.96,1993-08-12,291
152,434.62,919.87,1995-03-08,948
180.43,584.17,440.23,1932-01-23,791
297.41,343.54,612.84,1942-09-12,800
703.33,814.5,610.4,1948-04-26,814
35.94,623.73,717.72,1971-07-03,603
459.2,841.93,270.75,1945-10-22,717
356.38,274.78,269.91,1960-02-21,994
736.48,905.91,762.03,1941-01-17,52
120.65,24.1,62.27,1937-02-25,710
764.14,97.64,20.66,1956-03-15,232
45.5,959.05,611.63,2009-11-29,492
537.83,549.37,327.49,1963-04-29,481
782.31,489.99,721.88,1925-06-26,932
921.43,158.7,903.19,1913-02-17,737
30.76,440.95,667.11,1935-02-19,136
749.79,760.35,61.58,1961-03-05,671
40.23,341.59,310.48,1977-03-25,862
891.9,171.17,666.39,1976-01-13,331
233.92,351.45,227.55,1916-03-29,330
782.72,599.43,419.9,1900-05-23,30
334.21,509.9,568.59,1927-09-25,405
189.2,919.52,702.74,1974-02-24,438
182.46,976.67,62.1,1959-07-11,659
467.51,458.13,119.63,1949-03-21,611
849.85,38.45,481.26,1932-12-09,373
779.55,713.13,397.32,1927-07-18,322
589.3,444.41,493.5,2000-02-01,485
818.36,804.59,731.66,1954-01-11,539
723.22,141.43,427.21,1906-08-06,268
662.64,89.98,925.5,1924-03-09,92
234.05,937.16,83.43,1976-12-28,825
990.26,236.19,387.61,1974-08-03,697
88.2,611.77,843.44,2010-11-17,940
718.59,663.07,272.3,1972-04-17,131
842.27,396.78,419.76,1944-11-02,115
664.1,497.19,66.53,1950-10-14,708
586.16,554.4,387.24,1915-11-22,828
638.73,44.46,922.3,1997-11-19,505
444.5,270.39,282.09,1905-11-09,938
827.7,43.98,472.56,1904-06-26,669
941.16,381.02,725.45,1981-09-28,437
700.08,72.14,978.37,1913-04-11,806
128.98,303.72,589.33,1991-02-01,311
740.57,145.36,893.25,1988-11-26,371
412,894.75,596.76,1931-07-09,864
145.4,610.57,279.65,1985-04-05,453
371.32,752.25,242.18,1972-07-11,906
595.58,389.3,236.15,1968-06-29,702
235.54,47.35,538.7,1977-03-14,73
818.1,80.76,88.15,1921-10-14,473
386.01,689.75,92.35,1912-06-13,376
274.89,663.6,153.49,2016-10-31,438
977.34,846.73,315.96,1926-05-29,534
561.5,960.38,308.23,1906-05-31,83
420.16,138.91,838.66,1942-07-06,770
370.67,668.89,938.21,1977-10-13,520
184.6,771.16,879.36,1904-07-02,351
562.78,552.01,386.94,1920-10-13,97
716.51,955.75,191.19,1902-10-01,703
729.17,447.37,435.94,1900-12-07,612
725.06,298.87,882.62,1955-05-10,604
458,107.86,407.05,1913-08-31,728
180.15,498.07,458.22,2015-07-06,199
397.73,879.13,303.15,1962-12-20,195
419.3,838.04,397.47,2003-03-05,868
528.55,292.46,443.44,1969-11-05,859
302.22,239.94,669.65,1992-03-23,172
892.71,884.66,569.1,1921-11-18,9
520.61,95.1,176,1926-12-24,576
447.94,768.96,661.46,1940-12-18,526
578.13,443.75,394.65,1984-05-02,387
120.22,812.71,795.04,2007-01-24,607
943.36,597.54,482.03,1910-07-07,39
820.85,488.87,610.56,1910-11-13,903
444.88,734.88,187.79,1936-01-05,66
102.9,882.45,478.7,1942-07-05,473
522.35,429.18,476.12,1954-06-04,59
36.07,755.13,327.31,1923-02-10,366
365.8,413.67,91.87,1904-11-21,751
552.58,158.44,713.83,1923-01-18,204
645.1,80.66,638.15,1923-12-09,471
99.41,970.14,564.03,1907-04-29,200
465.19,376.76,64.37,1954-05-08,661
346.85,308.19,624.13,1904-12-21,828
274.47,105.47,1000.2,2017-01-13,925
480.85,248.25,568.53,2008-06-15,330
909.31,252.22,808.97,1920-08-01,87
577.97,51.79,123.31,1901-11-04,495
611.44,837.61,561.76,1965-08-17,368
663.11,790.73,757.71,1956-12-07,656
828.71,112.02,451.27,1980-03-25,617
460.34,540.32,430.85,1950-12-27,357
727.96,358.32,367.59,2006-08-12,777
713.18,541.01,212.8,1929-06-30,422
763.33,289.18,714.11,1982-04-28,100
450.96,32.3,72.99,1900-03-18,292
751.66,421.08,619.33,2015-05-18,461
274.11,136.44,564.74,2003-08-14,651
543.31,308.12,205.87,1900-03-29,720
152.75,314.74,435.33,2019-04-16,244
856.31,812.64,967.09,1948-03-17,795
372.56,923.43,712.44,1975-01-26,42
728.9,502.06,568.75,1998-06-11,112
889.37,404.6,220.99,1993-11-04,559
218.79,538.02,29.87,1917-12-15,868
597.85,385.89,325.47,1923-08-22,935
69.49,477.12,926.26,1920-05-23,568
482.53,957.6,247.76,1907-07-26,612
174.72,95.82,99.42,1935-04-25,920
603.42,121.91,606.37,1984-06-06,641
391.76,499.62,121.57,1988-07-03,938
414.15,601.26,750.88,1984-04-04,486
711.2,90.5,445.16,1923-04-04,971
720.53,6.1,247.09,1905-12-22,969
112.73,802.43,780.72,1915-09-23,79
170.6,787.65,314.74,1948-12-20,856
966.69,117.45,725.8,1905-12-23,536
220.17,532.99,945.84,1985-08-07,730
898.57,797.32,86.38,1959-05-14,561
152.34,666.67,875.31,1969-02-07,188
305.68,417.72,540.65,2002-10-04,663
412.56,770.4,482.28,1948-01-20,808
820.93,918.84,955.99,1996-05-26,18
36.3,457.8,693.77,1961-02-01,200
990.9,344.94,833.57,1987-04-11,767
712.92,113.38,852.27,1904-01-02,654
222.64,810.76,794.03,1976-04-21,236
50.74,201.75,666.2,1955-01-11,362
956.46,480.84,52.01,1994-09-03,297
49.77,721.65,281.35,2017-10-16,614
435.52,651.81,662.77,1916-04-28,473
583.4,670.85,78.28,1947-08-14,858
329.37,656.8,959.46,1921-12-25,936
11.44,957.88,913.06,1943-04-04,200
53.97,919,868.99,1996-08-27,749
197.86,160.45,170.72,1936-08-02,557
852.8,639.45,136.43,1955-10-23,464
127.6,392.79,129.24,1940-04-01,794
919.17,126.12,915.96,1937-12-02,320
830.04,156.55,753.34,1990-09-16,301
906.22,371.01,133.98,1956-03-31,285
289.28,968.65,294.02,1996-06-26,209
238.34,511.72,102.08,1947-11-15,471
851.47,382.72,298.69,1987-06-18,78
220.84,667.43,929.52,1904-07-29,327
507.4,289.63,971.63,1968-08-10,236
540.52,136.67,162.85,1944-03-05,660
740.14,417.97,322.9,1978-09-30,999
573.47,376.58,340.11,1998-10-07,760
774.44,664.35,610.4,1927-05-29,447
616.78,306.79,351.56,1967-06-10,505
644.46,368.63,108.19,1979-02-06,42
958.16,780.49,368.67,2000-06-21,633
759.73,823.51,866.38,1903-05-30,561
107.94,666.07,648.48,1932-04-14,284
964.6,155.52,945.84,1920-08-03,514
256.29,586.88,185.77,1963-03-10,48
792.96,681,684.6,1912-01-08,479
26.95,880.23,305.11,1915-12-08,319
353.94,918.95,626.13,1913-03-23,998
247.69,80.19,38.12,1973-04-05,540
692.27,478.34,11.49,2018-05-11,814
301.06,413.66,891.3,1992-12-09,169
247.66,422.55,195.69,1959-10-05,366
678.21,170.65,608.6,1934-02-16,178
51.9,47.68,3.46,1987-05-28,750
677.1,72.05,361.4,1914-09-16,728
97.38,733.41,386.55,1980-07-18,541
327,371.21,138.07,1969-02-26,894
948.17,565.17,765.81,1933-05-30,367
836.61,34.63,58.54,2017-01-25,17
902.48,192.91,407.17,1919-05-03,585
969.65,613.91,572.2,2008-09-09,335
542.34,657.27,209.67,1917-03-10,253
316.49,475.98,944.69,1962-08-16,909
966.43,870.83,303.52,1953-05-27,823
32.22,93.14,52.41,2006-11-02,389
859.43,728.53,504.69,2008-06-25,736
628.92,277.15,945.51,1924-10-07,912
758.75,105.9,156.53,1901-01-27,136
372.96,819.75,865.31,2011-02-04,564
464.73,249.97,79.89,1955-02-18,974
835.49,269.18,453.91,1968-11-05,505
925.13,813.52,129.1,1950-12-03,112
411.5,59.09,145.42,1970-04-19,345
392.6,489.05,25.78,1968-03-31,509
326.78,817.79,951.27,1967-10-16,660
916.66,253.58,769.06,1938-10-08,794
634.14,387.79,379.96,1994-06-18,685
768.38,912.61,521.55,2015-01-14,615
650,503.21,171.66,1975-03-07,556
93.69,871.68,486.68,1976-09-18,172
1.6,728.01,312.86,1995-12-21,22
564.01,310.21,980.98,1981-10-26,767
223.54,840.75,626.96,1915-06-18,754
951.78,937.95,193.09,2002-07-12,724
799.12,455.16,764.04,1914-03-30,609
348.73,178.83,844.93,1991-05-05,178
369.18,2.25,340.53,1915-02-03,780
477.06,61.1,739.89,1912-02-11,189
963.6,624.24,548.44,1993-03-23,489
802.61,792.89,148.69,1925-09-05,927
446.82,578.19,965.06,1917-08-03,399
573.93,747.19,975.7,1979-08-22,1000
260.8,149.25,166.21,1975-02-26,9
160.23,66.62,888.19,1903-05-29,971
535.86,641.23,527.04,1997-02-07,433
617.13,420.65,731.83,1980-08-27,326
219.24,17.93,867.67,1932-05-16,207
624.1,374.07,652.43,2017-07-29,374
46.39,126.99,642.56,1936-07-14,208
665.13,90.46,320.11,1915-09-03,993
661.83,470.46,93.49,1926-02-08,285
61.87,263.18,412.67,1961-08-01,371
817.29,27.96,54.95,1978-09-08,538
518.83,679.87,673.81,1913-05-31,559
84.46,975.73,960.05,1978-02-23,498
453.78,162.52,597.87,1962-09-22,875
496.83,465.72,762.94,1985-12-06,848
831.02,456.03,841.25,1960-04-22,908
250.74,289.73,228.29,1974-06-29,564
639.68,143.13,9.01,2010-07-10,213
161.44,387.69,719.63,1966-01-25,75
672.18,412.77,487.26,1980-11-01,950
200.78,958.36,81.18,1904-11-04,974
804.52,238.02,375.49,1926-10-02,292
821,637.13,574.84,1987-12-18,580
185.93,898.55,187.06,1989-02-14,732
985.34,793.79,204.31,1903-07-20,741
8.53,122.79,776.34,1972-03-21,686
703.02,32.09,897.14,2010-11-09,18
9.85,198.14,96.27,2018-10-28,30
218.76,351.27,724.48,1923-07-07,896
564.99,923.21,761.23,2002-07-18,656
974.11,20.97,70.59,1912-01-10,261
995.64,304.94,353.58,1987-03-08,844
308.63,281.98,457.13,1935-01-10,762
533.73,459.75,421.71,1940-01-21,257
223.04,720.92,971.94,1994-03-17,885
89.71,929.64,807.65,1990-05-07,211
279.76,844.31,11.97,1990-10-14,176
662.43,346.5,483.68,1982-09-20,97
